date_of_demolition,locality,district,area,housing_units,people_left_homeless,minors_left_homeless,type_of_sturcture,reason_for_demolition
2021-06-14,Deir Sharaf,Nablus,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-14,Deir Sharaf,Nablus,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-14,Deir Sharaf,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-13,Mikhmas,al-Quds,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2021-06-13,Mikhmas,al-Quds,west-bank,2,14,8,Residental,Demolition on the pretext of unlawful construction
2021-06-13,Mikhmas,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-13,Mikhmas,al-Quds,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-06-13,Mikhmas,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-13,Mikhmas,al-Quds,west-bank,2,3,2,Residental,Demolition on the pretext of unlawful construction
2021-06-10,a-Za'ayem,al-Quds,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-10,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-10,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-10,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-10,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-10,a-Za'ayem,al-Quds,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-10,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-09,She'b al-Batem,Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-08,a-Tuwani,Hebron,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-08,Bardalah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-08,Bardalah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-07,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2021-06-07,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-07,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2021-06-07,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-07,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,8,6,Residental,Demolition on the pretext of unlawful construction
2021-06-07,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-07,a-Rakeez,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-07,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-06-07,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-07,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-06-07,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-07,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2021-06-07,Badu a-Mu'arrajat,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-02,Hizma,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-06-01,a-Samu',Hebron,west-bank,1,9,5,Residental,Demolition on the pretext of unlawful construction
2021-06-01,a-Lubban al-Gharbiyah,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-05-31,al-Buweib,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-05-31,Zif,Hebron,west-bank,1,15,9,Residental,Demolition on the pretext of unlawful construction
2021-05-31,al-Buweib,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-05-31,al-Buweib,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-05-31,Zif,Hebron,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2021-05-31,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-05-10,Sabastiya,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-04-29,Deir Nizam,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-04-28,al-'Eizariyah,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-04-20,Kh. Susiya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-04-12,Bani Na'im,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-04-12,Kh. Susiya,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-04-07,al-Khalayleh,al-Quds,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-04-04,Jinsafut,Qalqiliya,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-03-17,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-03-17,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2021-03-17,Kh. Tana,Nablus,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2021-03-17,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-03-17,Kh. Tana,Nablus,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2021-03-17,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-03-17,Kh. Tana,Nablus,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2021-03-17,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2021-03-17,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,8,5,Residental,Demolition on the pretext of unlawful construction
2021-03-17,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2021-03-17,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,6,2,Residental,Demolition on the pretext of unlawful construction
2021-03-17,a-Za'ayem,al-Quds,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2021-03-17,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2021-03-17,Kh. Tana,Nablus,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2021-03-17,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-03-17,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-03-17,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,11,5,Residental,Demolition on the pretext of unlawful construction
2021-03-17,a-Za'ayem,al-Quds,west-bank,1,2,0,Residental,Demolition on the pretext of unlawful construction
2021-03-17,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,10,3,Residental,Demolition on the pretext of unlawful construction
2021-03-17,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,3,1,Residental,Demolition on the pretext of unlawful construction
2021-03-17,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,7,3,Residental,Demolition on the pretext of unlawful construction
2021-03-17,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,8,5,Residental,Demolition on the pretext of unlawful construction
2021-03-14,Halhul,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-03-10,'Ein Shibli,Nablus,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-03-10,'Ein Shibli,Nablus,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-03-10,'Ein Shibli,Nablus,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-03-10,'Ein Shibli,Nablus,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-03-08,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-03-08,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-03-08,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-03-07,Bani Na'im,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-03-07,Bani Na'im,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-03-03,al-Khader,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-03-03,Qalqiliyah,Qalqiliya,west-bank,11,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-03-02,Battir,Bethlehem,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-03-02,Zif,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-03-02,Beit Jala,Bethlehem,west-bank,1,5,1,Residental,Demolition on the pretext of unlawful construction
2021-03-02,Kh. Khilet a-Dabe',Hebron,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2021-03-02,Kh. Khilet a-Dabe',Hebron,west-bank,1,5,3,Residental,Demolition on the pretext of unlawful construction
2021-03-01,Fasayil,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-03-01,a-Rakeez,Hebron,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-03-01,Fasayil,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-22,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-22,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-22,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-22,Kh. Humsah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-22,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-22,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-22,Kh. Humsah,Tubas,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-22,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-22,Kh. Humsah,Tubas,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-22,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-22,Kh. Humsah,Tubas,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-22,Kh. Humsah,Tubas,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-22,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-22,Kh. Humsah,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-22,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-22,Kh. Humsah,Tubas,west-bank,1,4,2,Residental,Demolition on the pretext of unlawful construction
2021-02-22,Kh. Humsah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-22,Kh. Humsah,Tubas,west-bank,1,9,6,Residental,Demolition on the pretext of unlawful construction
2021-02-22,al-Hijrah,Hebron,west-bank,5,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-12,Beit Ta'mar,Bethlehem,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-10,a-Rakeez,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-10,Marj Na'jah,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-10,Kh. 'Allan,Jericho,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-10,a-Rakeez,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-10,Kh. 'Allan,Jericho,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-10,Khalet al-Furn,Hebron,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-10,Kh. Susiya,Hebron,west-bank,1,7,5,Residental,Demolition on the pretext of unlawful construction
2021-02-10,Turah al-Gharbiyah,Jenin,west-bank,2,6,4,Residental,Demolition of houses as punishment
2021-02-08,Kh. Yarza,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-08,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-08,Kh. Yarza,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-08,Kh. Yarza,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-08,Kh. Humsah,Tubas,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-08,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-08,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-08,Kh. Humsah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-08,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-08,Kh. Humsah,Tubas,west-bank,4,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-08,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-08,Kh. Humsah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-08,Kh. Humsah,Tubas,west-bank,2,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-08,Kh.Jib'it,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-08,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-04,Beit 'Awwa,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-03,Kh. Humsah,Tubas,west-bank,3,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-03,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-03,Kh. Humsah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-03,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-03,Kh. Humsah,Tubas,west-bank,1,6,4,Residental,Demolition on the pretext of unlawful construction
2021-02-03,'Anin,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-03,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-03,Hebron,Hebron,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-03,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-03,'Anin,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-03,Kh. Humsah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-03,'Anin,Jenin,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-03,Kh. Humsah,Tubas,west-bank,1,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-03,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
2021-02-03,Kh. Humsah,Tubas,west-bank,2,0,0,Non Resedential,Demolition on the pretext of unlawful construction
2021-02-03,Kh. Humsah,Tubas,west-bank,1,0,0,Residental,Demolition on the pretext of unlawful construction
